id,postcode,latitude,longitude
1631,N15,51.58190,-0.08166
1632,N16,51.56290,-0.07525
1633,N17,51.59791,-0.07088
1634,N18,51.61309,-0.06446
1635,N19,51.56464,-0.12712
1636,N2,51.58957,-0.16797
1637,N20,51.62923,-0.17359
1638,N21,51.63612,-0.09816
1639,N22,51.59944,-0.10980
1640,N3,51.59984,-0.19210
1641,N4,51.57052,-0.10090
1642,N5,51.55337,-0.09729
1643,N6,51.57116,-0.14129
1644,N7,51.55277,-0.11607
1645,N8,51.58335,-0.11625
1646,N9,51.62825,-0.05659
1647,NE1,54.97262,-1.61097
1648,NE10,54.94726,-1.55345
1649,NE11,54.94123,-1.63157
1650,NE12,55.02460,-1.56823
1651,NE13,55.04642,-1.64469
1652,NE15,54.98370,-1.72026
1653,NE16,54.93240,-1.69096
1654,NE17,54.91378,-1.81591
1655,NE18,55.03787,-1.86072
1656,NE19,55.17901,-2.09580
1657,NE2,54.98698,-1.60458
1658,NE20,55.05304,-1.78553
1659,NE21,54.95764,-1.71888
1660,NE22,55.13610,-1.58428
1661,NE23,55.08037,-1.58173
1662,NE24,55.12238,-1.52013
1663,NE25,55.04945,-1.48656
1664,NE26,55.05201,-1.45679
1665,NE27,55.03247,-1.51025
1666,NE28,55.00015,-1.51846
1667,NE29,55.01160,-1.46359
1668,NE3,55.01043,-1.63250
1669,NE30,55.02138,-1.44000
1670,NE31,54.97136,-1.51100
1671,NE32,54.96765,-1.48292
1672,NE33,54.99077,-1.42792
1673,NE34,54.97186,-1.42037
1674,NE35,54.95227,-1.45970
1675,NE36,54.94498,-1.43794
1676,NE37,54.91300,-1.52574
1677,NE38,54.89412,-1.52441
1678,NE39,54.92357,-1.75813
1679,NE4,54.97361,-1.64221
1680,NE40,54.96584,-1.77193
1681,NE41,54.97580,-1.81875
1682,NE42,54.96237,-1.85474
1683,NE43,54.94804,-1.90475
1684,NE44,54.94268,-1.97814
1685,NE45,54.97683,-2.01563
1686,NE46,54.97948,-2.10626
1687,NE47,54.92894,-2.25127
1688,NE48,55.13114,-2.25724
1689,NE49,54.96698,-2.45927
1690,NE5,54.99621,-1.68735
1691,NE6,54.97695,-1.56405
1692,NE61,55.18045,-1.68905
1693,NE62,55.16129,-1.59187
1694,NE63,55.17736,-1.56187
1695,NE64,55.18437,-1.51467
1696,NE65,55.31270,-1.75104
1697,NE66,55.42858,-1.73135
1698,NE67,55.53363,-1.69260
1699,NE68,55.57398,-1.65739
1700,NE69,55.60468,-1.71586
1701,NE7,54.99947,-1.57788
1702,NE70,55.59409,-1.81591
1703,NE71,55.55558,-2.04439
1704,NE8,54.95552,-1.60333
1705,NE9,54.93118,-1.58328
1706,NE99,54.96723,-1.61259
1707,NG1,52.95400,-1.14700
1708,NG10,52.90005,-1.28187
1709,NG11,52.89934,-1.17335
1710,NG12,52.91104,-1.05415
1711,NG13,52.94767,-0.92087
1712,NG14,53.01519,-1.03696
1713,NG15,53.04519,-1.20338
1714,NG16,53.02688,-1.29319
1715,NG17,53.11569,-1.26035
1716,NG18,53.13766,-1.18373
1717,NG19,53.15933,-1.19678
1718,NG2,52.93500,-1.13100
1719,NG20,53.20958,-1.18386
1720,NG21,53.14069,-1.10443
1721,NG22,53.17826,-0.97046
1722,NG23,53.11553,-0.80012
1723,NG24,53.06966,-0.79841
1724,NG25,53.07294,-0.95506
1725,NG3,52.96735,-1.12887
1726,NG31,52.91420,-0.63910
1727,NG32,52.94939,-0.64991
1728,NG33,52.81819,-0.57829
1729,NG34,52.98753,-0.39096
1730,NG4,52.97062,-1.08561
1731,NG5,52.99713,-1.14317
1732,NG6,52.99746,-1.19085
1733,NG7,52.95779,-1.17521
1734,NG8,52.96434,-1.21231
1735,NG9,52.92583,-1.23533
1736,NN1,52.24154,-0.88682
1737,NN10,52.29150,-0.59668
1738,NN11,52.24033,-1.17833
1739,NN12,52.12744,-0.99778
1740,NN13,52.03240,-1.14715
1741,NN14,52.40948,-0.69145
1742,NN15,52.38446,-0.70542
1743,NN16,52.40531,-0.72098
1744,NN17,52.50026,-0.68876
1745,NN18,52.47986,-0.71440
1746,NN2,52.26230,-0.89509
1747,NN29,52.25990,-0.66362
1748,NN3,52.26182,-0.84528
1749,NN4,52.21645,-0.89623
1750,NN5,52.24732,-0.92916
1751,NN6,52.32208,-0.94350
1752,NN7,52.20954,-0.92714
1753,NN8,52.30254,-0.69754
1754,NN9,52.33288,-0.59831
1755,NP10,51.57943,-3.04497
1756,NP11,51.64249,-3.13025
1757,NP12,51.66880,-3.19743
1758,NP13,51.73412,-3.13977
1759,NP15,51.72552,-2.88616
1760,NP16,51.64951,-2.68808
1761,NP18,51.60637,-2.94305
1762,NP19,51.58913,-2.96290
1763,NP20,51.59057,-3.00480
1764,NP22,51.77070,-3.25665
1765,NP23,51.78482,-3.19615
1766,NP24,51.71964,-3.23786
1767,NP25,51.80307,-2.72232
1768,NP26,51.59051,-2.77669
1769,NP4,51.71882,-3.04528
1770,NP44,51.65064,-3.02637
1771,NP7,51.82884,-3.00864
1772,NP8,51.85996,-3.14586
1773,NR1,52.62671,1.31012
1774,NR10,52.73642,1.24582
1775,NR11,52.84173,1.27596
1776,NR12,52.75971,1.47144
1777,NR13,52.63372,1.47327
1778,NR14,52.56445,1.38070
1779,NR15,52.50639,1.27010
1780,NR16,52.47600,1.06162
1781,NR17,52.51544,0.99655
1782,NR18,52.57095,1.11105
1783,NR19,52.67542,0.92907
1784,NR2,52.63010,1.28524
1785,NR20,52.72449,0.98124
1786,NR21,52.84097,0.85257
1787,NR22,52.89366,0.86793
1788,NR23,52.94872,0.85966
1789,NR24,52.85851,1.05135
1790,NR25,52.91969,1.08541
1791,NR26,52.93511,1.21602
1792,NR27,52.92467,1.30157
1793,NR28,52.82203,1.40068
1794,NR29,52.69260,1.63932
1795,NR3,52.64332,1.29511
1796,NR30,52.61874,1.72926
1797,NR31,52.57614,1.71087
1798,NR32,52.48903,1.73448
1799,NR33,52.45441,1.71976
1800,NR34,52.43791,1.58442
1801,NR35,52.46125,1.43463
1802,NR4,52.61357,1.26479
1803,NR5,52.64050,1.23427
1804,NR6,52.66074,1.28310
1805,NR7,52.65063,1.33521
1806,NR8,52.67798,1.21188
1807,NR9,52.63574,1.10973
1808,NW1,51.53252,-0.14286
1809,NW10,51.53951,-0.24641
1810,NW11,51.57831,-0.19584
1811,NW2,51.55797,-0.21829
1812,NW3,51.55184,-0.17093
1813,NW4,51.58682,-0.22294
1814,NW5,51.55139,-0.14209
1815,NW6,51.54142,-0.19442
1816,NW7,51.61488,-0.23484
1817,NW8,51.53117,-0.17175
1818,NW9,51.58640,-0.25472
1819,OL1,53.54944,-2.10566
1820,OL10,53.59064,-2.22211
1821,OL11,53.60600,-2.17382
1822,OL12,53.63567,-2.16487
1823,OL13,53.70034,-2.20299
1824,OL14,53.71395,-2.09850
1825,OL15,53.64384,-2.09985
1826,OL16,53.61234,-2.13152
1827,OL2,53.57191,-2.10874
1828,OL3,53.55309,-2.00906
1829,OL4,53.54228,-2.07244
1830,OL5,53.51712,-2.03771
1831,OL6,53.49372,-2.08593
1832,OL7,53.49011,-2.10552
1833,OL8,53.52606,-2.11616
1834,OL9,53.53952,-2.14186
1835,OX1,51.74451,-1.25978
1836,OX10,51.60781,-1.12625
1837,OX11,51.59965,-1.24626
1838,OX12,51.59437,-1.42537
1839,OX13,51.67849,-1.34765
1840,OX14,51.66728,-1.27550
1841,OX15,52.03219,-1.40666
1842,OX16,52.06241,-1.34061
1843,OX17,52.07291,-1.28938
1844,OX18,51.76232,-1.59134
1845,OX2,51.76440,-1.27685
1846,OX20,51.85659,-1.35814
1847,OX25,51.90067,-1.21216
1848,OX26,51.90114,-1.15109
1849,OX27,51.93709,-1.14751
1850,OX28,51.78529,-1.48675
1851,OX29,51.79403,-1.43154
1852,OX3,51.76131,-1.21458
1853,OX33,51.75813,-1.14653
1854,OX39,51.70045,-0.91317
1855,OX4,51.72984,-1.21513
1856,OX44,51.70046,-1.13025
1857,OX49,51.64996,-0.99967
1858,OX5,51.82917,-1.28016
1859,OX6,51.90845,-1.16695
1860,OX7,51.91135,-1.52747
1861,OX8,51.78964,-1.45480
1862,OX9,51.73794,-0.98180
1863,PA1,55.84457,-4.41674
1864,PA10,55.83375,-4.55184
1865,PA11,55.85649,-4.58210
1866,PA12,55.79540,-4.62273
1867,PA13,55.89235,-4.62927
1868,PA14,55.92757,-4.66368
1869,PA15,55.94279,-4.74802
1870,PA16,55.94351,-4.79613
1871,PA17,55.86512,-4.88162
1872,PA18,55.88928,-4.88661
1873,PA19,55.95280,-4.82244
1874,PA2,55.82896,-4.43334
1875,PA20,55.83482,-5.05670
1876,PA21,55.90186,-5.24762
1877,PA22,55.97074,-5.15720
1878,PA23,55.95474,-4.93154
1879,PA24,56.15675,-4.90504
1880,PA25,56.21553,-5.04017
1881,PA26,56.25758,-4.93690
1882,PA27,56.15422,-5.08365
1883,PA28,55.43603,-5.60305
1884,PA29,55.80476,-5.47741
1885,PA3,55.85205,-4.44757
1886,PA30,56.01330,-5.44799
1887,PA31,56.05245,-5.46273
1888,PA32,56.20284,-5.11658
1889,PA33,56.36978,-5.05569
1890,PA34,56.40210,-5.49931
1891,PA35,56.40507,-5.22391
1892,PA36,56.52032,-4.77019
1893,PA37,56.46816,-5.38681
1894,PA38,56.59186,-5.33433
1895,PA4,55.87464,-4.39623
1896,PA41,55.67470,-5.74115
1897,PA42,55.63962,-6.18624
1898,PA43,55.75590,-6.28324
1899,PA44,55.79785,-6.29265
1900,PA45,55.81932,-6.16560
1901,PA46,55.86226,-6.11902
1902,PA47,55.68236,-6.50288
1903,PA48,55.73797,-6.38332
1904,PA49,55.78260,-6.39313
1905,PA5,55.83105,-4.50854
1906,PA6,55.86377,-4.53462
1907,PA60,55.87979,-5.91287
1908,PA61,56.07177,-6.20088
1909,PA62,56.35932,-5.85014
1910,PA63,56.38234,-5.71469
1911,PA64,56.43838,-5.67471
1912,PA65,56.46916,-5.72805
1913,PA66,56.32913,-6.35382
1914,PA67,56.31356,-6.23228
1915,PA68,56.43624,-6.14202
1916,PA69,56.38044,-6.08894
1917,PA7,55.90944,-4.49919
1918,PA70,56.36426,-6.03373
1919,PA71,56.48108,-5.98112
1920,PA72,56.51761,-5.96381
1921,PA73,56.49693,-6.18279
1922,PA74,56.53313,-6.22911
1923,PA75,56.61228,-6.12216
1924,PA76,56.33403,-6.39324
1925,PA77,56.49469,-6.88350
1926,PA78,56.62454,-6.54449
1927,PA8,55.90140,-4.45228
1928,PA9,55.80948,-4.55184
1929,PE1,52.58704,-0.23885
1930,PE10,52.77693,-0.37650
1931,PE11,52.80714,-0.16616
1932,PE12,52.78328,0.02860
1933,PE13,52.66895,0.13868
1934,PE14,52.63884,0.21112
1935,PE15,52.53589,0.08649
1936,PE16,52.45379,0.05022
1937,PE19,52.24203,-0.25840
1938,PE2,52.56043,-0.26352
1939,PE20,52.93200,-0.10136
1940,PE21,52.97477,-0.02203
1941,PE22,53.04826,0.04550
1942,PE23,53.17244,0.09181
1943,PE24,53.16561,0.26804
1944,PE25,53.15261,0.33616
1945,PE26,52.45292,-0.11320
1946,PE27,52.33361,-0.07572
1947,PE28,52.35784,-0.18629
1948,PE29,52.33345,-0.17848
1949,PE3,52.58758,-0.27573
1950,PE30,52.75978,0.41884
1951,PE31,52.87538,0.56647
1952,PE32,52.73016,0.62756
1953,PE33,52.64814,0.46886
1954,PE34,52.72450,0.33986
1955,PE35,52.82530,0.51155
1956,PE36,52.93600,0.50754
1957,PE37,52.64414,0.69336
1958,PE38,52.58977,0.37698
1959,PE4,52.61262,-0.26589
1960,PE5,52.57867,-0.34398
1961,PE6,52.65562,-0.25531
1962,PE7,52.53877,-0.19801
1963,PE8,52.52694,-0.44176
1964,PE9,52.65422,-0.48012
1965,PH1,56.42113,-3.47537
1966,PH10,56.60845,-3.36046
1967,PH11,56.63942,-3.23438
1968,PH12,56.57551,-3.15253
1969,PH13,56.53749,-3.27335
1970,PH14,56.45299,-3.18614
1971,PH15,56.60974,-3.94063
1972,PH16,56.70697,-3.81003
1973,PH17,56.68745,-4.38230
1974,PH18,56.77410,-3.88855
1975,PH19,56.93428,-4.25500
1976,PH2,56.38691,-3.40439
1977,PH20,57.05377,-4.15504
1978,PH21,57.08834,-4.02169
1979,PH22,57.19857,-3.80587
1980,PH23,57.28761,-3.80028
1981,PH24,57.25419,-3.74891
1982,PH25,57.26187,-3.64646
1983,PH26,57.32980,-3.60464
1984,PH3,56.30228,-3.70355
1985,PH30,56.79185,-4.60020
1986,PH31,56.89234,-4.81575
1987,PH32,57.14424,-4.68275
1988,PH33,56.82148,-5.11207
1989,PH34,56.92574,-4.92676
1990,PH35,57.07578,-4.93032
1991,PH36,56.72124,-5.86584
1992,PH38,56.84536,-5.74736
1993,PH39,56.91265,-5.84124
1994,PH4,56.26072,-3.78244
1995,PH40,56.96381,-5.78560
1996,PH41,57.00374,-5.83251
1997,PH42,56.90217,-6.14094
1998,PH43,57.01529,-6.28049
1999,PH44,57.05693,-6.50319
2000,PH49,56.67500,-5.10977
2001,PH5,56.32927,-3.82770
2002,PH50,56.71451,-4.96427
2003,PH6,56.37162,-3.99491
2004,PH7,56.37332,-3.82657
2005,PH8,56.56249,-3.59805
2006,PH9,56.65112,-3.69152
2007,PL1,50.37074,-4.15317
2008,PL10,50.34537,-4.21106
2009,PL11,50.37250,-4.25030
2010,PL12,50.41932,-4.24830
2011,PL13,50.35715,-4.47456
2012,PL14,50.46351,-4.46460
2013,PL15,50.63218,-4.39987
2014,PL16,50.64562,-4.26757
2015,PL17,50.51625,-4.30510
2016,PL18,50.51523,-4.21899
2017,PL19,50.55602,-4.15454
2018,PL2,50.38856,-4.16242
2019,PL20,50.50125,-4.09986
2020,PL21,50.38566,-3.91748
2021,PL22,50.40273,-4.65146
2022,PL23,50.33653,-4.63513
2023,PL24,50.35461,-4.70925
2024,PL25,50.34038,-4.77872
2025,PL26,50.34196,-4.82520
2026,PL27,50.52248,-4.87408
2027,PL28,50.53366,-4.96651
2028,PL29,50.58564,-4.82988
2029,PL3,50.38744,-4.12578
2030,PL30,50.49992,-4.72743
2031,PL31,50.46858,-4.72140
2032,PL32,50.63282,-4.66015
2033,PL33,50.62130,-4.73021
2034,PL34,50.65970,-4.74234
2035,PL35,50.68444,-4.68431
2036,PL4,50.37480,-4.12803
2037,PL5,50.41008,-4.16621
2038,PL6,50.41730,-4.11586
2039,PL7,50.39160,-4.04436
2040,PL8,50.33548,-4.01243
2041,PL9,50.35394,-4.08773
2042,PO1,50.79903,-1.08749
2043,PO10,50.85074,-0.92878
2044,PO11,50.79180,-0.97553
2045,PO12,50.79764,-1.14144
2046,PO13,50.81229,-1.17808
2047,PO14,50.83685,-1.21884
2048,PO15,50.86203,-1.21842
2049,PO16,50.84993,-1.15895
2050,PO17,50.88957,-1.16819
2051,PO18,50.86403,-0.81478
2052,PO19,50.83756,-0.77710
2053,PO2,50.81603,-1.07722
2054,PO20,50.78278,-0.78563
2055,PO21,50.78362,-0.69622
2056,PO22,50.79835,-0.64756
2057,PO3,50.81589,-1.05877
2058,PO30,50.69085,-1.31330
2059,PO31,50.75286,-1.30531
2060,PO32,50.75091,-1.27982
2061,PO33,50.72139,-1.16976
2062,PO34,50.71557,-1.11178
2063,PO35,50.68657,-1.08401
2064,PO36,50.65748,-1.16240
2065,PO37,50.63151,-1.17700
2066,PO38,50.60406,-1.24108
2067,PO39,50.68027,-1.53853
2068,PO4,50.78983,-1.06213
2069,PO40,50.68199,-1.52011
2070,PO41,50.69979,-1.47744
2071,PO5,50.78821,-1.08486
2072,PO6,50.84564,-1.06811
2073,PO7,50.88227,-1.03753
2074,PO8,50.91084,-1.01275
2075,PO9,50.86291,-0.98250
2076,PR1,53.75779,-2.70082
2077,PR2,53.77753,-2.70722
2078,PR25,53.69402,-2.69219
2079,PR26,53.68743,-2.74054
2080,PR3,53.86826,-2.71636
2081,PR4,53.75335,-2.83271
2082,PR5,53.73107,-2.65641
2083,PR6,53.66749,-2.61001
2084,PR7,53.64480,-2.65205
2085,PR8,53.62613,-3.01016
2086,PR9,53.65974,-2.96859
2087,RG1,51.45366,-0.96942
2088,RG10,51.48055,-0.86224
2089,RG12,51.40655,-0.74904
2090,RG14,51.39957,-1.32143
2091,RG17,51.43998,-1.48775
2092,RG18,51.43326,-1.24180
2093,RG19,51.39368,-1.24102
2094,RG2,51.42655,-0.95421
2095,RG20,51.40325,-1.33575
2096,RG21,51.26580,-1.08974
2097,RG22,51.24986,-1.12159
2098,RG23,51.26083,-1.14574
2099,RG24,51.28094,-1.07080
2100,RG25,51.22767,-1.16211
2101,RG26,51.34966,-1.11824
2102,RG27,51.29963,-0.94132
2103,RG28,51.23327,-1.33391
2104,RG29,51.24751,-0.94538
2105,RG30,51.45133,-1.01265
2106,RG31,51.45607,-1.04134
2107,RG4,51.48063,-0.96882
2108,RG40,51.39933,-0.83406
2109,RG41,51.41574,-0.85666
2110,RG42,51.42729,-0.75423
2111,RG45,51.37471,-0.80020
2112,RG5,51.45219,-0.90612
2113,RG6,51.43893,-0.93090
2114,RG7,51.39790,-1.07706
2115,RG8,51.50513,-1.10516
2116,RG9,51.54407,-0.92267
2117,RH1,51.23683,-0.15623
2118,RH10,51.11724,-0.15813
2119,RH11,51.11079,-0.20554
2120,RH12,51.07579,-0.33254
2121,RH13,51.03701,-0.32537
2122,RH14,51.03197,-0.48245
2123,RH15,50.95675,-0.13316
2124,RH16,51.00204,-0.09713
2125,RH17,51.02122,-0.11488
2126,RH18,51.09702,0.03104
2127,RH19,51.12474,-0.01205
2128,RH2,51.23485,-0.20215
2129,RH20,50.93647,-0.46990
2130,RH3,51.23242,-0.27960
2131,RH4,51.22871,-0.33418
2132,RH5,51.19463,-0.34113
2133,RH6,51.17126,-0.16170
2134,RH7,51.17427,-0.01564
2135,RH8,51.25130,0.00344
2136,RH9,51.23543,-0.06889
2137,RM1,51.58175,0.18395
2138,RM10,51.54443,0.15909
2139,RM11,51.56939,0.21944
2140,RM12,51.55251,0.20852
2141,RM13,51.52397,0.19561
2142,RM14,51.55593,0.26496
2143,RM15,51.50800,0.27843
2144,RM16,51.49148,0.34100
2145,RM17,51.47910,0.33029
2146,RM18,51.46646,0.37716
2147,RM19,51.48250,0.24835
2148,RM2,51.58320,0.20279
2149,RM20,51.47812,0.28847
2150,RM3,51.60163,0.22679
2151,RM4,51.63255,0.16038
2152,RM5,51.59917,0.16602
2153,RM6,51.57549,0.13313
2154,RM7,51.57480,0.17063
2155,RM8,51.55662,0.13225
2156,RM9,51.54036,0.13582
2157,S1,53.38020,-1.46777
2158,S10,53.37681,-1.51742
2159,S11,53.36148,-1.50557
2160,S12,53.34844,-1.40507
2161,S13,53.36451,-1.38230
2162,S14,53.34592,-1.44266
2163,S17,53.32111,-1.52556
2164,S18,53.29931,-1.47178
2165,S2,53.36932,-1.44686
2166,S20,53.33467,-1.35119
2167,S21,53.31213,-1.33802
2168,S25,53.36891,-1.21389
2169,S26,53.35678,-1.28624
2170,S3,53.38741,-1.47219
2171,S32,53.29454,-1.63839
2172,S33,53.34150,-1.72061
2173,S35,53.45763,-1.49542
2174,S36,53.50302,-1.61249
2175,S4,53.39900,-1.44949
2176,S40,53.23356,-1.44562
2177,S41,53.24696,-1.42746
2178,S42,53.20019,-1.42209
2179,S43,53.26720,-1.34172
2180,S44,53.22478,-1.31241
2181,S45,53.16602,-1.42106
2182,S5,53.42152,-1.46124
2183,S6,53.40195,-1.50962
2184,S60,53.41376,-1.34698
2185,S61,53.44367,-1.39320
2186,S62,53.46500,-1.34619
2187,S63,53.51794,-1.32879
2188,S64,53.49080,-1.29907
2189,S65,53.43518,-1.31955
2190,S66,53.42033,-1.24153
2191,S7,53.35422,-1.48913
2192,S70,53.54114,-1.47330
2193,S71,53.57342,-1.45629
2194,S72,53.57851,-1.39127
2195,S73,53.52458,-1.39355
2196,S74,53.50053,-1.43913
2197,S75,53.56201,-1.51985
2198,S8,53.33978,-1.47578
2199,S80,53.29205,-1.14928
2200,S81,53.33770,-1.12134
2201,S9,53.39794,-1.41641
2202,SA1,51.62742,-3.93905
2203,SA10,51.68722,-3.79836
2204,SA11,51.67428,-3.76168
2205,SA12,51.60725,-3.79375
2206,SA13,51.60559,-3.72436
2207,SA14,51.73245,-4.10721
2208,SA15,51.69989,-4.16648
2209,SA16,51.68922,-4.25569
2210,SA17,51.75790,-4.28520
2211,SA18,51.79798,-3.95796
2212,SA19,51.95284,-3.94723
2213,SA2,51.62021,-3.99364
2214,SA20,52.01025,-3.78651
2215,SA3,51.57965,-4.05105
2216,SA31,51.85639,-4.30762
2217,SA32,51.88597,-4.17106
2218,SA33,51.85022,-4.43510
2219,SA34,51.85258,-4.61822
2220,SA35,51.97349,-4.55974
2221,SA36,51.95717,-4.60684
2222,SA37,52.01684,-4.59282
2223,SA38,52.04010,-4.47312
2224,SA39,52.01955,-4.24166
2225,SA4,51.67054,-4.04792
2226,SA40,52.08378,-4.17335
2227,SA41,51.99718,-4.70679
2228,SA42,52.01534,-4.85220
2229,SA43,52.08619,-4.62896
2230,SA44,52.08625,-4.37201
2231,SA45,52.20794,-4.35800
2232,SA46,52.23254,-4.24945
2233,SA47,52.19028,-4.29561
2234,SA48,52.14338,-4.11048
2235,SA5,51.64851,-3.96886
2236,SA6,51.67539,-3.92084
2237,SA61,51.79916,-4.97345
2238,SA62,51.84093,-5.06333
2239,SA63,51.87409,-4.85342
2240,SA64,52.00147,-5.01162
2241,SA65,51.98818,-4.96848
2242,SA66,51.88121,-4.74342
2243,SA67,51.78165,-4.73157
2244,SA68,51.72867,-4.76603
2245,SA69,51.71029,-4.70555
2246,SA7,51.66150,-3.88989
2247,SA70,51.67176,-4.73797
2248,SA71,51.66716,-4.92863
2249,SA72,51.69130,-4.93453
2250,SA73,51.71634,-5.01146
2251,SA8,51.72153,-3.84750
2252,SA9,51.78122,-3.76729
2253,SE1,51.49838,-0.08949
2254,SE10,51.48162,-0.00089
2255,SE11,51.48880,-0.10862
2256,SE12,51.44430,0.02483
2257,SE13,51.45837,-0.00910
2258,SE14,51.47511,-0.04150
2259,SE15,51.47189,-0.06468
2260,SE16,51.49597,-0.05213
2261,SE17,51.48764,-0.09282
2262,SE18,51.48391,0.07412
2263,SE19,51.41735,-0.08424
2264,SE2,51.48943,0.11759
2265,SE20,51.41151,-0.05716
2266,SE21,51.43807,-0.08626
2267,SE22,51.45401,-0.07119
2268,SE23,51.44015,-0.04875
2269,SE24,51.45446,-0.09853
2270,SE25,51.39742,-0.07501
2271,SE26,51.42674,-0.05364
2272,SE27,51.43022,-0.10097
2273,SE28,51.50219,0.10809
2274,SE3,51.46866,0.02015
2275,SE4,51.46058,-0.03348
2276,SE5,51.47322,-0.09055
2277,SE6,51.43777,-0.01432
2278,SE7,51.48369,0.03521
2279,SE8,51.48118,-0.02828
2280,SE9,51.44465,0.05651
2281,SG1,51.91103,-0.19417
2282,SG10,51.84460,0.07178
2283,SG11,51.88125,0.03278
2284,SG12,51.81375,-0.01669
2285,SG13,51.78673,-0.06863
2286,SG14,51.80688,-0.09098
2287,SG15,52.01276,-0.26149
2288,SG16,52.01507,-0.29638
2289,SG17,52.03445,-0.33063
2290,SG18,52.08208,-0.26609
2291,SG19,52.13925,-0.24049
2292,SG2,51.89620,-0.16569
2293,SG3,51.86046,-0.18022
2294,SG4,51.92100,-0.25922
2295,SG5,51.96727,-0.28654
2296,SG6,51.97888,-0.22057
2297,SG7,52.00335,-0.17443
2298,SG8,52.06369,-0.01293
2299,SG9,51.94580,-0.00796
2300,SK1,53.40736,-2.15044
2301,SK10,53.27793,-2.12899
2302,SK11,53.24646,-2.14238
2303,SK12,53.35169,-2.09165
2304,SK13,53.44790,-1.96386
2305,SK14,53.45149,-2.05422
2306,SK15,53.48655,-2.04672
2307,SK16,53.47395,-2.08137
2308,SK17,53.24378,-1.87861
2309,SK2,53.39480,-2.13235
2310,SK22,53.37240,-1.98497
2311,SK23,53.32744,-1.94895
2312,SK3,53.39835,-2.16996
2313,SK4,53.41901,-2.17908
2314,SK5,53.43433,-2.15204
2315,SK6,53.40563,-2.07973
2316,SK7,53.36962,-2.14129
2317,SK8,53.37941,-2.20748
2318,SK9,53.32723,-2.22975
2319,SL0,51.52431,-0.51371
2320,SL1,51.51751,-0.61916
2321,SL2,51.53350,-0.60281
2322,SL3,51.49961,-0.55198
2323,SL4,51.47530,-0.62475
2324,SL5,51.40468,-0.66138
2325,SL6,51.52231,-0.72569
2326,SL7,51.57411,-0.77620
2327,SL8,51.57786,-0.70682
2328,SL9,51.59677,-0.55467
2329,SM1,51.36599,-0.19127
2330,SM2,51.35258,-0.19611
2331,SM3,51.36992,-0.21267
2332,SM4,51.39219,-0.19886
2333,SM5,51.36741,-0.16679
2334,SM6,51.35984,-0.14267
2335,SM7,51.32296,-0.20014
2336,SN1,51.55689,-1.77351
2337,SN10,51.33589,-1.98708
2338,SN11,51.43931,-1.99856
2339,SN12,51.37178,-2.13649
2340,SN13,51.42383,-2.21001
2341,SN14,51.47511,-2.19440
2342,SN15,51.47255,-2.07920
2343,SN16,51.59304,-2.08951
2344,SN2,51.57939,-1.78206
2345,SN25,51.59110,-1.79644
2346,SN26,51.61086,-1.78335
2347,SN3,51.56132,-1.74319
2348,SN4,51.53089,-1.81978
2349,SN5,51.56509,-1.83696
2350,SN6,51.62067,-1.74141
2351,SN7,51.64892,-1.56345
2352,SN8,51.40741,-1.68510
2353,SN9,51.32400,-1.78614
2354,SO14,50.90805,-1.39546
2355,SO15,50.91629,-1.42381
2356,SO16,50.93521,-1.43069
2357,SO17,50.92603,-1.39380
2358,SO18,50.92405,-1.35968
2359,SO19,50.90244,-1.35429
2360,SO20,51.11361,-1.50422
2361,SO21,51.07488,-1.31334
2362,SO22,51.06509,-1.33204
2363,SO23,51.06765,-1.30774
2364,SO24,51.08367,-1.14615
2365,SO30,50.91924,-1.30568
2366,SO31,50.86882,-1.29506
2367,SO32,50.94740,-1.20845
2368,SO40,50.91484,-1.50065
2369,SO41,50.75502,-1.56473
2370,SO42,50.80976,-1.53442
2371,SO43,50.88729,-1.58341
2372,SO45,50.84778,-1.39340
2373,SO50,50.96890,-1.33912
2374,SO51,50.99400,-1.50407
2375,SO52,50.97663,-1.44015
2376,SO53,50.98442,-1.38022
2377,SP1,51.07400,-1.78873
2378,SP10,51.21065,-1.48314
2379,SP11,51.22696,-1.51303
2380,SP2,51.07406,-1.82441
2381,SP3,51.10117,-2.00571
2382,SP4,51.16479,-1.76400
2383,SP5,51.02271,-1.77185
2384,SP6,50.93553,-1.80074
2385,SP7,51.00390,-2.18245
2386,SP8,51.03696,-2.28956
2387,SP9,51.23018,-1.66053
2388,SR1,54.90695,-1.37919
2389,SR2,54.88716,-1.37638
2390,SR3,54.87747,-1.41549
2391,SR4,54.90088,-1.42451
2392,SR5,54.92334,-1.42419
2393,SR6,54.93480,-1.37876
2394,SR7,54.83046,-1.36168
2395,SR8,54.76650,-1.33471
2396,SR9,54.90243,-1.37458
2397,SS0,51.54602,0.69146
2398,SS1,51.53697,0.73275
2399,SS11,51.61510,0.53807
2400,SS12,51.60556,0.52164
2401,SS13,51.57433,0.50981
2402,SS14,51.57507,0.47521
2403,SS15,51.57687,0.43200
2404,SS16,51.56201,0.45430
2405,SS17,51.52093,0.44055
2406,SS2,51.54991,0.71766
2407,SS3,51.54276,0.79224
2408,SS4,51.59406,0.71452
2409,SS5,51.60722,0.65030
2410,SS6,51.58746,0.60872
2411,SS7,51.56202,0.57984
2412,SS8,51.52220,0.59057
2413,SS9,51.55409,0.65298
2414,ST1,53.02616,-2.17148
2415,ST10,52.98942,-1.96275
2416,ST11,52.96693,-2.06552
