,Bénéficiaire,Nom du projet,Fonds,Unnamed: 3,Résumé du projet,Date de commencement,Date de fin,Investissement FEDER/FSE £m,Coût total du projet £m,% du projet cofinancé par l’UE,Localisation (code postal),Zone de partenariat économique local,Pays,Type et axe du soutien (catégorie d’intervention),postcode,id,latitude,longitude
456,Offshore Renewable Energy Catapult,Grid Emulation System - GES,ERDF,4,"The project will fund the design, purchase and installation of a Grid Emulation System (GES) research and testing platform, with low voltage ride through (LVRT) function. GES allows the facilities to emulate electrical network grid conditions. The project will help reduce energy costs in the long term, reducing green house gases, unlocking barriers to commercial role out of new technologies. When the wider impacts are taken into consideration the project offers value for money",2017-02-28,2020-02-28,2855195,5939329,0.4807,NE24 1LZ,North Eastern,England,"012 Other renewable energy (including hydroelectric, geothermal,",NE241LZ,749230,55.130504862194,-1.50817563559936
457,University of York,Project and Process Innovation (PAPI),ERDF,1,"The purpose of the PAPI project is to support innovation in SME's in  process industries-  including chemicals and biochemical, electronic based businesses and digital and media - that support the following priority sectors:  Bioscience, Food and Drink an",2016-08-01,2019-07-31,1999960,4000000,0.5,YO10 5DD,"York, North Yorkshire & East Riding",England,"056 investment in infrastructure, capacities and equipment in SMEs directly linked to research and innovation activities",YO105DD,19517,53.948417909053404,-1.05354449601003
458,University of York,The BioVale Project,ERDF,1,"It will significantly increase SME investment in agri-food research, innovation and commercialisation activities across the 2 LEP areas.",2015-09-03,2018-11-30,1790000,3580000,0.5,YO10 5DD,"York, North Yorkshire & East Riding",England,060 Research and innovation activities in public research centre,YO105DD,19517,53.948417909053404,-1.05354449601003
459,Fera Science Limited,Stimulating Innovation in the Agri-Food Sector (SIAFS),ERDF,1,"The project will: Promote the nationally significant facilities/expertise of the National Agri-Food Innovation Campus, Stimulate agri-food related knowledge exchange across LEP areas, Accelerate the development of an agri-food regional cluster of R&I expe",2016-04-01,2019-04-30,838376,1676753,0.5,YO41 1LZ,Leeds City Region,England,"064 – Research and innovation processes in SMEs (including voucher schemes, process, design, service and social innovation)",YO411LZ,7156,54.0163,-0.972903
460,Northumbria University,Northumbria Enterprise and Business Support (NEBS),ERDF,3,Enhance competitiveness of SMEs and creation of new enterprises in NELEP. Also support graduate internship scheme,2015-10-01,2018-09-30,1037015,2074031,0.5,NE1 8ST,North Eastern,England,"067 SME business development, support to entrepreneurship",NE18ST,756860,54.976897,-1.60749828196426
461,Northwest Universities European Unit,Cheshire and Warrington Business Growth Programme,ERDF,3,"This Cheshire and Warrington Business Growth Programme is a holistic package of support, which will deliver SME growth activities under Priority 3a and 3d across all key and priority sectors. It will provide targeted local business support to SMEs, utilising specialist expertise and facilities from Colleges, Higher and Further Education and Local Authorities Growth teams as well as science/business parks.",2015-11-01,2019-02-28,2700611,5401222,0.5,M1 3HZ,Cheshire & Warrington,England,"067 SME business development, support to entrepreneurship",M13HZ,846736,53.477472589645394,-2.23702778678679
462,North West Universities European Unit,Cheshire & Warrington TA,ESF,3 - Technical Assistance,The project will aid the LEP to assist with the delivery of the ESIF Strategy and will aid the development and shaping of potential applicants activity to remove duplication; create better alignment with mainstream and ERDF programmes as well as increase the capacity of organisations across Cheshire to engage.This project will provide co-ordinated advice and guidance to organisations that wish to apply for Cheshire ESF funding; provide effective linkages e.g. from DWP to the LEP; LEP to partners; LEP to applicants and act as an intermediary between applicants and the Managing Authority. It will also serve as a link between the ESF Opt-ins and wider stakeholders to maximise engagement.,2015-10-01,2018-09-30,130533,261066,0.5,M1 3HZ,Cheshire and Warrington,England,"121 Preparation, implementation, monitoring and inspection
122 Evaluation and studies 
123 Information and Communication",M13HZ,846736,53.477472589645394,-2.23702778678679
463,Liverpool John Moores University,LCR Activate,ERDF,1,"This project will establish a cohesive business offering targeted at stimulating economic growth in local SMEs in the digital innovation sector. It will provide an interface to interlink SMEs with the big data, supercomputing, and cognitive computing capabilities at STFC Hartree, plus other key innovation assets. The project will raise SMEs’ awareness and enable companies to exploit opportunities afforded by cognitive computing, big data, natural language processing and high performance computing. Companies will enter into intensive R&D, acquiring knowledge to develop concept ideas through to commercialisation.
This application fulfils the Government's requirements for ERDF Grant Funding Agreements signed after the 2016 Autumn Statement on good value for money and domestic strategic priorities",2017-07-01,2020-07-31,2475000,4950000,0.5,WA4 4AB,Liverpool City Region,England,"065 Research and innovation infrastructure, processes, technology transfer and cooperation in enterprises focusing on the low carbon economy and on resilience to climate change",WA44AB,87082,53.344118,-2.637086
464,Innovation Agency,Building Capacity and Capability in Health and Life Science Businesses (C&W),ERDF,3,"The project will enable SMEs to better understand, work with and sell to the health and social care markets. The delivery partners are uniquely placed to help SMEs with a focus on innovative technologies and systems that bring efficiency and innovation to healthcare across Cheshire & Warrington; to work with healthcare providers to achieve these changes and in doing so build capacity and capability within the businesses to deliver economic growth.",2016-10-31,2019-12-31,767071,1534142,0.5,WA4 4AB,Cheshire & Warrington,England,"067 SME business development, support to entrepreneurship",WA44AB,87082,53.344118,-2.637086
465,Innovation Agency,Building Capacity and Capability in Health and Life Science Businesses (Lancs),ERDF,3,"The project will enable SMEs to better understand, work with and sell to the health and social care markets. The delivery partners are uniquely placed to help SMEs with a focus on innovative technologies and systems that bring efficiency and innovation to healthcare across Lancashire; to work with healthcare providers to achieve these changes and in doing so build capacity and capability within the businesses to deliver economic growth.",2016-10-01,2019-12-31,786850,1311416,0.6,WA4 4AB,Lancashire,England,"067 SME business development, support to entrepreneurship",WA44AB,87082,53.344118,-2.637086
466,Liverpool City Region Combined Authority,Liverpool Technical Assistance,ERDF,9,TA,2015-10-01,2018-09-30,214100.18,362267.64,0.591,L69 3HN,Liverpool City Region,England,"121 Preparation, implementation, monitoring and inspection",L693HN,1787500,53.380314,-2.976431
467,Liverpool City Region Combined Authority,Liverpool City Region Integrated Business Support Project (LCRIBS),ERDF,3,"The project will build both the capacity and confidence within SMEs reluctant to engage with existing business support providers due to local market failures.  It will provide participating SMEs with not only a clear route way to sustainability, but also a dedicated human face, and a cohesive blend of complementary support, to help businesses to begin the journey to growth and to navigate additional, commercial, business support provision.",2015-11-01,2019-03-31,2560228.06,5120456.12,0.5,L69 3HN,Liverpool City Region,England,"067 SME business development, support to entrepreneurship",L693HN,1787500,53.380314,-2.976431
468,Liverpool CA/MerseyTravel,New Markets 2: Building Business Capacity,ERDF,3,"The New Markets 2 Project is an integrated programme of business support for SMEs in the Liverpool City Region with the potential to grow. It involves a wide range of partners who will each target different sub sets of the business community, working to a common framework and CRM system, coordinating their contact and intervention through the Liverpool City Region Growth Hub.",2015-12-01,2018-12-31,3872424,7744848,0.5,L69 3HN,Liverpool City Region,England,"067 SME business development, support to entrepreneurship",L693HN,1787500,53.380314,-2.976431
469,Liverpool City Region Combined Authority,Place Marketing for Investment,ERDF,3,The project has been designed with the primary objectives of developing a coherent approach to the place marketing of the Liverpool City Region and improving co ordination among stakeholders. It will also increase the number of SMEs relocating to the Liverpool City Region,2016-01-13,2019-02-12,1409569.88,2819139.76,0.5,L69 3HN,Liverpool City Region,England,"067 SME business development, support to entrepreneurship",L693HN,1787500,53.380314,-2.976431
470,Liverpool City Region Combined Authority,Ways to Work ,ESF [inc YEI],1- Inclusive Labour Markets,"Ways to Work is a local intelligence-driven, comprehensive and integrated programme for young people and adults, designed to improve personal resilience and progress to sustainable employment. Incorporating our existing successful Youth Employment Gateway (YEG), workless and inactive people, including those furthest from the labour market will access a suite of individually tailored products which will add value to mainstream provision, respond to employer needs and yield better outcomes. High quality Information, Advice and Guidance (IAG), transitional employment (ILMs), and skills development are essential components of our offer, anchored by needs-led assessment, conducted by experienced mentors in this flexible support system.  ",2016-01-01,2018-12-31,29539658,42707138,0.6978,L69 3HN,Liverpool City Region,England,"102 Access to employment for job-seekers and inactive people, including the long-term unemployed and people far from the labour market, also through local employment initiatives and support for labour mobility
103 Sustainable integration into the labour market of young people, in particular those not in employment, education or training, including young people at risk of social exclusion and young people from marginalised communities, including through the implementation of the Youth Guarantee
",L693HN,1787500,53.380314,-2.976431
471,Liverpool City Region Combined Authority,Liverpool City Region ESF Technical Assistance Project,ESF,3 - Technical Assistance,"The Project will deliver integrated support to all partners and stakeholders wishing to develop projects for the ESIF programme aligned to the LCR strategy. The project will deliver dedicated LCR wide TA activity across ERDF and ESF, so this ESF TA application s a companion application to the ERDF TA application. It will focus on development of the project pipeline in key areas of the programme and with additional support through partnership engagement, continued support for projects progressing through the application process, promotion and publicity. It will work closely with the DWP ESF team (and GDT and EAFRD as required to ensure relevant linkages). The project will form part of the governance and management of the LCR Combined Authority. There will be a joint CA and LEP steering group. This application covers the ESF element of the TA project.",2015-10-01,2018-06-30,303845,514121,0.59,L69 3HN,Liverpool City Region,England,"121 Preparation, implementation, monitoring and inspection
122 Evaluation and studies 
123 Information and Communication",L693HN,1787500,53.380314,-2.976431
472,Allerdale Borough Council,Reedlands Business Park,ERDF,3,"The project will provide managed workspace and ‘grow on’ space for new business start-ups and consists of the construction of 2,926 sq mtrs (31,500 sq ft) of accommodation. 10 units are planned, consisting of small workshop space to encourage business start-up with associated larger ‘move on space’. The development will contain a dedicated meeting room facility, with dedicated shared facilities provided for a photocopier, other office equipment and kitchen facilities to assist new incubator companies. This will allow the existing ERDF Cumbria Growth Hub (CGH) to offer advice to potential business start-ups as well as giving continued advice to the occupier businesses.

The project will be delivered by Allerdale Borough Council (ABC) as the client/sponsor. ABC will be responsible for obtaining all the necessary statutory consents for the project including the land, environment and planning.

ABC will procure a design and build contract to construct the managed workspace using their in-house procurement team who will align the internal process with ERDF procurement guidelines.

Reedlands Road is in Workington, Cumbria. The general area is known as Clay Flats and is an established employment area with a range of older industrial estates and retail warehouse outlets. Whilst vacancy rates are high, this is largely due to the unsuitability of premises and there has been no development to deliver modern start-up units for a number of years.  There is also a lack of ‘churn’ in the market as growing businesses are reluctant to move due to a lack of move-on space. ABC have commissioned a Market Needs Analysis which will conform current stock condition and supply as well as demand for new start-up space which will provide useful evidence to support this application.

The development of the units will create opportunities for new business start-up and existing businesses currently situated elsewhere who are looking to expand and grow into larger premises. The development will also assist with giving business incubation advice by working in partnership with the CGH.

The project is dependent on the receipt of ERDF funding. ABC own the site and it is anticipated that all statutory approvals and the procurement of tenders can be completed to take advantage of any ERDF award with an immediate start on site following acceptance of any ERDF offer of assistance. This can be achieved by August/September 2017.

The completed project will deliver a mix of modern starter units and grow-on space which will provide accommodation for new ERDF eligible business start-ups and growing indigenous companies who have outgrown their existing accommodation.  The project costs are in-line with comparable projects and offers satisfactory value for money",2018-01-01,2020-10-31,1500000,2500000,0.6,CA14 3YJ,Cumbria,England,072 – business infrastructure for SMEs (including industrial parks and sites),CA143YJ,1500556,54.647081952341004,-3.55127665331281
473,Lancaster University,Cumbria Innovations Platform,ERDF,1,"The Cumbria Innovations Platform will support the growth of the Cumbrian economy through accelerating innovation and productivity in SMEs across the County’s geography and key economic sectors. To deliver this, a platform of activity will be initiated using the University of Cumbria’s infrastructure based at Ambleside, Barrow in Furness, Carlisle, and Workington alongside engaging the academic expertise within Lancaster and Cumbria universities to drive new collaborations with Cumbrian SMEs. The aim is to take a multi-layered approach to innovation support that includes: master classes; workshops; student placements; deep-technical assists and PhD supported R&D collaborations.",2016-11-15,2020-09-30,2449833,4083055,0.6,LA1 4YW,Cumbria,England,"065 Research and innovation infrastructure, processes, technology transfer and cooperation in enterprises focusing on the low carbon economy and on resilience to climate change",LA14YW,938035,54.01046747025829,-2.786451
474,Lancaster University,Low Carbon Lancashire Innovation Hub (LoCaL-i),ERDF,4,Supporting SME's through knowledge exchange to develop low carbon prodcts and technhology,2016-04-01,2020-11-30,3059346,5098910,0.6,LA1 4YW,Lancashire,England,068 Energy efficiency and demonstration projects in SMEs ,LA14YW,938035,54.01046747025829,-2.786451
475,Lancaster University,The Lancashire Forum,ERDF,3,"Aligned with the new BOOST project, Lancaster University, in partnership with the University of Central Lancashire will lead on a project that will provide a platform to unite ambitious growth businesses, inspire and foster an innovation oriented culture and expand SME capacity to develop growth strategies and new business models that will drive improved productivity and business performance.",2016-04-01,2019-06-30,1462093,2436822,0.6,LA1 4YW,Lancashire,England,001 Generic productive investment in SMEs,LA14YW,938035,54.01046747025829,-2.786451
476,Lancaster University,Ustart,ERDF,3,"U Start is a solution proposed by two of the region’s HEIs – Lancaster University and University of Central Lancashire.  It will deliver more resilient graduate start-up businesses in Lancashire contributing to the local economy, particularly within priority sectors such as advanced manufacturing, low carbon energy, creative and digital, social enterprise and health sector innovation",2016-04-01,2019-06-30,1067112,1778525,0.6,LA1 4YW,Lancashire,England,"067 SME business development, support to entrepreneurship",LA14YW,938035,54.01046747025829,-2.786451
477,Cheshire East Council,Digital 2020 Programme,ERDF,2,"Digital 2020 will enhance access to ICTs for SMEs in the Cheshire & Warrington LEP area. It will improve the quality (speed and reach) of digital infrastructure and boost the use of digital technology by businesses. Digital 2020 will strengthen the competitive potential of SMEs, help develop new products and services, and ensure businesses exploit e-commerce opportunities to access new markets. Digital 2020 has three complementary strands: • Not Spots: extending superfast infrastructure broadband to under-served businesses.• Voucher Scheme: helping enterprise access business grade connections and fully exploit enhanced broadband.• Digital Support: advice and guidance to secure digital-led business growth.",2017-04-01,2020-03-31,3568838,7168257,0.4979,CW11 1HZ,Cheshire & Warrington,England,046 ICT: High-Speed broadband network ,CW111HZ,1365247,53.1452686429794,-2.37046646151633
478,Chorley Council,"Digital Office Park, Euxton Lane Chorley (Capital)",ERDF,3,"The Digital Office Park will support the growth of Lancashire’s digital sector and other priority sectors with a focus on digital. A prestigious digital office development will be delivered on Euxton Lane, Chorley, providing 5,016m2 of bespoke, grade A digital office and start up accommodation. This will be supported by a tailored on-site business support package available to all tenants and other businesses referred by BOOST.",2016-07-01,2019-06-30,3871896,7743792,0.5,PR7 1AL,Lancashire,England,"067 SME business development, support to entrepreneurship",PR71AL,506277,53.65480288691379,-2.629538
479,UCLAN,Engineering Innovation Centre (EIC),ERDF,1,"This project will equate to 2,069m2 of floorspace resulting in 40 researchers working in improved research facilities . This will be used to fund the equipment and building costs of the innovation space and facilities within the EIC.",2016-04-01,2019-05-01,5800067,9670000,0.5998,PR1 2HE,Lancashire,England,058 Research and innovation infrastructures (public),PR12HE,515238,53.761337285958206,-2.7073841333361397
480,UCLan,UCLan Innovation Clinic,ERDF,1,"The Innovation Clinic project will support enterprises to grow through development of new-to-firm and new-to-market products, delivered through a programme of support workshops, idea feasibility studies and bespoke development activities specific to the needs of individual businesses. Working across disciplines it will deliver a tiered programme to cater for different levels of business maturity and the level of readiness of their new product or service idea. The project will support 141 enterprises to grow their business for which 78 enterprises will introduce new-to-firm and new-to-market products resulting in 12 new jobs being created.",2015-11-01,2019-03-31,1313338,2188901,0.6,PR1 2HE,Lancashire,England,"065 Research and innovation infrastructure, processes, technology transfer and cooperation in enterprises focusing on the low carbon economy and on resilience to climate change",PR12HE,515238,53.761337285958206,-2.7073841333361397
481,UCLAN,UNITE+,ERDF,3,"The UNITE+ project aims to bring together SMEs wanting to develop their capacity through the uptake of new tools and techniques with graduates looking for high quality job roles in Lancashire.
Short term internships and projects working with SME businesses will be identified by the project teams who will then find students and graduates to fulfil the brief, providing business benefits to the company and experience development for the students/graduates.",2016-10-01,2019-09-30,1202781,2004636,0.6,PR1 2HE,Lancashire,England,073 Support to social enterprises (SMEs),PR12HE,515238,53.761337285958206,-2.7073841333361397
482,UCLAN,Digital First,ERDF,3,"Digital First will assist SMEs in Lancashire to take advantage of digital innovation in their business.  It will focus on the on-line presence of business, looking at 4 themes: Improving online performance, data integrity and cyber security, harnessing the power of the cloud, and digital marketing. This will support SMEs to grow a dynamic and far reaching on-line presence.",2016-09-01,2019-08-31,1154824,1924707,0.6,PR1 2HE,Lancashire,England,"067 SME business development, support to entrepreneurship",PR12HE,515238,53.761337285958206,-2.7073841333361397
483,UCLAN,Digital Integrated Manufacturing Execution 2 (DigitME2),ERDF,1,"DigitME2 will provide access to equipment, technologies, and specialist engineering and research staff who, through workshops and 1-to-1 tailored programmes, will help SMEs introduce data driven technologies within existing and planned manufacturing operations.",2016-04-01,2019-06-30,1126412,1877354,0.6,PR1 2HE,Lancashire,England,"067 SME business development, support to entrepreneurship",PR12HE,515238,53.761337285958206,-2.7073841333361397
484,UCLAN,Investment Readiness,ERDF,3,"It is a coherent, structured programme of investor-led input, investment readiness guidance and support activities with the objective of supporting SMEs with demonstrably improved chances of raising third party equity investment.",2016-10-01,2019-09-30,706752,1177920,0.6,PR1 2HE,Lancashire,England,"067 SME business development, support to entrepreneurship",PR12HE,515238,53.761337285958206,-2.7073841333361397
485,University of Central Lancashire,Making Carbon Work (MaCaW),ERDF,4,"Project MaCaW is an academic/industry collaboration designed to assist Lancashire SME’s to overcome the challenges and barriers in moving towards a low carbon economic model. The market failure of why SMEs are not engaging in carbon reduction.  compared to the average unit costs for this project in the transition areas, this appears to offer good value for money for enterprises supported (C1 – 80), a saving of £12,467 against the Operational Programme average of £27,578.  This is also the same for annual decrease of GHG; the project will save £235 against Operational Programme average of £1,194.  Overall, the delivery costs for the outputs are lower than the Operational Programme average unit cost.",2017-11-01,2020-10-31,725286,1208809,0.6,PR1 2HE,Lancashire,England,069 Support to environmentally-friendly production processes ,PR12HE,515238,53.761337285958206,-2.7073841333361397
486,UCLan,Transmission,ERDF,3,Transmission is a leadership programme for owner-managers / leaders of SMEs targeted at two of the LEP priority sectors; the advanced manufacturing and engineering and the creative and digital sectors. It will develop the internal capability of these SMEs by creatively developing their leadership and management capabilities in order to stimulate innovation and growth. When the wider impacts are taken into consideration the project offers value for money,2017-01-01,2019-12-31,946455,1577424,0.6,PR1 2HE,Lancashire,England,"067 SME business development, support to entrepreneurship",PR12HE,515238,53.761337285958206,-2.7073841333361397
487,University of Central Lancashire,Upskilling Lancashire,ESF,2 - Skills for Growth,"The UpSkilling Lancashire Project will enable SMEs to develop the capacity to provide education and skills opportunities to current and future employees. The project will engage SMEs in the development of capacity for apprenticeship provision that will accelerate apprenticeship growth and education in the Lancashire Local Enterprise Partnership (LEP) area. This intervention will increase the competitive and productive capability of SMEs and microbusinesses across the LEP area ensuring the availability and retention of a more highly skilled and better trained workforce.
The UpSkilling Lancashire project is a county-wide partnership that will provide support to SMEs across the Lancashire LEP area. The partners will work together to implement a hub and spokes model of organisational reach. This model will provide geographic cover of the whole county.",2018-01-01,2020-09-30,2935211,4892018,0.6,PR1 2HE,Lancashire,England,"118 Improving the labour market relevance of education and training systems, facilitating the transition from education to work, and strengthening vocational education and training systems and their quality, including through mechanisms for skills anticipation, adaptation of curricula and the establishment and development of work-based learning systems, including dual learning systems and apprenticeship schemes",PR12HE,515238,53.761337285958206,-2.7073841333361397
488,University of Cumbria,Eco-Innovation Cumbria,ERDF,4,Supporting SME's through knowledge exchange to develop low carbon prodcts and technhology,2016-09-05,2020-12-07,1296719,2161199,0.6,CA1 2HH,Cumbria,England,"065 Research and innovation infrastructure, processes, technology transfer and cooperation in enterprises focusing on the low carbon economy and on resilience to climate change",CA12HH,1504807,54.8911163327654,-2.92147817727053
489,Vedas Services Ltd,High Growth Potential “Propel 2 Grow”,ERDF,3,"By dovetailing with other local and national support programmes, the project will support the capability and capacity of SME businesses within Lancashire to achieve high growth (minimum 20% p.a) by providing in depth market and current state analysis, strategic direction, and then the practical implementation of these growth strategies by developing people capability / operational capacity / new product development through access to world class specialist providers.",2016-07-01,2018-12-31,979077,1958156,0.5,BB11 1DR,Lancashire,England,"067 SME business development, support to entrepreneurship",BB111DR,1637210,53.78897184,-2.244367766
490,Liverpool John Moores University,Low Carbon Eco-Innovatory,ERDF,4,Supporting SME's through knowledge exchange to develop low carbon prodcts and technhology,2015-10-01,2019-09-30,2649240,5401948,0.4904,L2 2QP,Liverpool City Region,England,"065 Research and innovation infrastructure, processes, technology transfer and cooperation in enterprises focusing on the low carbon economy and on resilience to climate change",L22QP,954567,53.409525267857106,-2.9908800216341698
491,East Lancashire Chamber of Commerce and Industry,Renewable Energy Technology Commercialisation and Deployment & Energy Efficiency and Renewables Promotion and Implementation,ERDF,4,"Working across the 2 investment priorities of 4B and 4F the project will –4B – work with the Lancashire SME community, to stimulate take up of energy efficiency measures, • auditing the participating SMEs • to identify and• to implement installation of energy efficiency and• renewable generation technologies, (leading where appropriate with Lancashire manufactured products) working to achieve the best economic benefit for the SMEs whilst helping them calculate the resulting greenhouse gas production decreases.4F – work with Lancashire SME technology developers who have low carbon technology products that are now “close to market” and now need support to move their products into full commercialisation – we will work to – • identify potential manufacturers in the advanced manufacturing community of Lancashire who are keen to diversify into the low carbon market, • find development partners/early adopter customers • to enable demonstration of the products (including but not limited to, wave and wind energy, smart grids, distributed generation, solar and photovoltaics, heat networks, heat pumps) • supporting market exploration, • manufacturing commencement and • promotion into the SMEs across Lancashire• The full client journey is detailed in the attached narrative (2 page word document).The activities will be carried out by –East Lancashire Chamber of Commerce and Industry, North and Western Lancashire Chamber of Commerce, Business Wise Solutions LtdNewground CICRegionally/NW based specialist consultants, to be procured in line with EU funding requirements.The activities will be delivered across Lancashire, with a central Low Carbon Technology Information Centre, both virtual and physical, within the lead applicant – East Lancashire Chamber of Commerce and Industry.Referrals will be stimulated and encouraged from all regional partners – especially BOOST, wider Growth Hub initiatives and Universities. Care has been taken to ensure this project is complimentary to others being developed within the P4 call - jointly with Lancaster University we are able to say – “We are aware of other projects applying to this call and will engage with them as they move through outline and full application to delivery, with a desire to ensure smooth cross referral. Preliminary discussions suggest complementarity with the Lancaster University project ProToCoL”. The activities will be delivered between 1/7/17 and 30/6/20, with the program designed to achieve outputs supporting enterprises within the first 6 month period, and ensuring a broad spread of outputs are achieved early in the funding program, enabling confidence in the deliverability of the scheme.The project will support 500 general SMEs (plus 10 new SMEs) to audit their energy efficiency needs/implement action plans to reduce energy consumption/stimulate new renewable energy production. It will work with 100 low carbon technology developer SMEs (plus 20 new SMEs) to support their low carbon products into market, stimulating advanced manufacturing diversification into low carbon production. Resulting in 5000 tonnes per annum reduction of greenhouse gas production, 15 new to firm products and 5 new to market products being produced. With regards to costs this project appears to be delivering very good value for money with all the unit costs falling well below the unit cost target from the Operational Programme.",2017-07-01,2020-06-30,1154200,1990000,0.58,BB5 5JR,Lancashire,England,069 Support to environmentally-friendly production processes ,BB55JR,1629927,53.76884087,-2.389744
492,Manchester Metropolitan University,SMART Cheshire,ERDF,1,"SMART Cheshire will support the development of new and burgeoning industrial strengths in Cheshire and Warrington practically, building relationships with regional research by connecting 150 SMEs with key specialist university expertise.",2016-03-01,2019-06-30,750000,1500000,0.5,M15 6BH,Cheshire & Warrington,England,058 Research and innovation infrastructures (public),M156BH,843297,53.470917,-2.239115
493,The Manchester Metropolitan University,The Manchester Fuel Cell Innovation Centre,ERDF,1,"The Manchester Fuel Cell Innovation Centre (MFCIC) is a strategic innovation asset in the heart of Manchester which will exploit and accelerate research and development into renewable energy and advanced materials. The Centre will enable cutting-edge innovation through developing academic research partnerships with SMEs. Firms will work within the Centre, accessing world-leading research and innovation facilities, technical support and research collaboration, to support rapid prototyping and product development. The MFCIC’s academic-business collaboration will develop solutions for future commercial use of fuel cells, and deliver the Greater Manchester Strategy targets for renewable energy in this rapidly developing global market.",2016-12-01,2020-03-31,1648390,3296780,0.5,M15 6BH,Greater Manchester,England,"056 investment in infrastructure, capacities and equipment in SMEs directly linked to research and innovation activities",M156BH,843297,53.470917,-2.239115
494,Halton Borough Council,"Greening Derelict, Underused and Neglected (DUN) Land Demonstrator Project",ERDF,4,"The activities that the project will deliver are as follows;• Generate decentralised renewable energy• Reduce CO2 emissions in the LCR• Contributes to our regional MW generation output target• Part of a regional strategy for developing renewable energy on disused and contaminated sites• Supports optimisation of the power grid, and reduce load on substations • Grid balancing and capacity scheme using community venues• Linking to Community Benefit Funds and Community Energy Bonds• Demonstrate renewable technologies to the wider community• Generate revenue to support the development of future infrastructure projects• Pilot Municipal Investment in large scale generation projects for Liverpool City Region• Links to a wider green business park that provides low carbon trains and will be a major LCR site for economic and employment growth and will provide educational/training opportunities for employment• Links to LCR wide cycling/walking networks• Linking to the wider energy initiatives such as ‘Warm up North’.With regards to costs this appears good value for money for C30 and C34. Especially on the C30 output this project is delivering well above the LEP target of 6.",2017-09-01,2018-12-31,648907,1297818,0.5,WA8 7QF,Liverpool City Region,England,010 Renewable energy: solar,WA87QF,81640,53.363235326891406,-2.73428127438984
495,NHS Liverpool Clinical Commissioning Group,Health Enterprise Hub Innovation Exchange,ERDF,1,"The Health Enterprise Hub Innovation Exchange will address market failures and exploit opportunities for economic growth in the health, social care and innovation sector. It will support Liverpool City Region (LCR) SMEs, across the innovation cycle, to develop and commercialise innovative products and services within sub-sectors where LCR is a market leader and has a smart specialization strategy (including assisted living, well-being, eHealth, children’s health and some life sciences). It will boost development of supra-sectoral technologies, like sensor technology and materials, and repurpose existing technologies through applying them to health and social care. It will benefit innovation businesses whilst generating financial and service gains for the health and care sector.",2016-09-01,2019-09-30,1571748,3143496,0.5,L1 2SA,Liverpool City Region,England,"067 SME business development, support to entrepreneurship",L12SA,959487,53.4045316122517,-2.97728632659557
496,British Business Financial Services Ltd,Northern Powerhouse Investment Fund,ERDF,4,National Project,2016-11-01,2023-12-31,14499192,41520298,0.3492,S3 8NH,Greater Manchester,England,"065 Research and innovation infrastructure, processes, technology transfer and cooperation in enterprises focusing on the low carbon economy and on resilience to climate change",S38NH,445868,53.386169,-1.4670277052637402
497,British Business Financial Services Ltd,Northern Powerhouse Investment Fund,ERDF,3,National Project,2016-11-01,2023-12-31,116360000,333211808.98,0.3492,S3 8NH,Greater Manchester,England,"067 SME business development, support to entrepreneurship",S38NH,445868,53.386169,-1.4670277052637402
498,British Business Financial Services Ltd,Northern Powerhouse Investment Fund,ERDF,1,National Project,2016-11-01,2023-12-31,9500000,27204471,0.3492,S3 8NH,Greater Manchester,England,"067 SME business development, support to entrepreneurship",S38NH,445868,53.386169,-1.4670277052637402
499,Cornwall and Isles of Scilly Investments Limited,Cornwall and Isles of Scilly Investment Fund (PA1),ERDF,1,"Financial Instrument providing debt (50%) and equity (50%) finance to SMEs to address a market failure in access to finance. IP1b & IP3d. £19m ERDF PA1 + £13m ERDF PA3.
Value for money has been considered and all outputs fall below the OP benchmark therefore offering acceptable VFM.
The Ex-Ante Assessment provides a strong additionality argument for the project VFM and will contribute to closing gaps in the provision of finance for SMEs. The total amount of C1 and C3 outputs to be acceptable from an Operational Programme perspective as they are within 85% performance framework tolerance.",2018-01-01,2022-12-31,16000000,20000000,0.8,S3 8NH,Cornwall and the Isles of Scilly,England,001 Generic productive investment in SMEs,S38NH,445868,53.386169,-1.4670277052637402
500,Cornwall and Isles of Scilly Investments Limited,Cornwall and Isles of Scilly Investment Fund (PA3),ERDF,3,"Financial Instrument, providing debt (50%) and equity (50%) finance to SMEs, to address a market failure in access to finance. IP1b & IP3d. £19m ERDF PA1 + £13m ERDF PA3.
Value for money has been considered and all outputs fall below the OP benchmark therefore offering acceptable VFM.",2018-01-01,2022-12-31,16000000,20000000,0.8,S3 8NH,Cornwall and the Isles of Scilly,England,001 Generic productive investment in SMEs,S38NH,445868,53.386169,-1.4670277052637402
501,Lancashire County Council,Boost Business Lancashire,ERDF,3,"This Project is to continue and enhance Boost, Lancashire's Business Growth Hub, which has been operating since early 2013. The overall aim is to accelerate the growth of Small to Medium sized enterprises (SMEs) in Lancashire, to stimulate new investment and job creation by systematically identifying and removing the barriers to their growth, by encouraging innovation and in promoting enterprise.",2016-01-01,2018-12-31,3454376.33,6856660.12,0.5038,PR1 8XJ,Lancashire,England,"067 SME business development, support to entrepreneurship",PR18XJ,513939,53.75425,-2.708372
502,Lancashire County Council,Lancashire Wide Technical Assistance,ERDF,9,Technical Assistance,2015-10-01,2019-01-31,144120,240582,0.599,PR1 8XJ,Lancashire,England,123 Information and communication,PR18XJ,513939,53.75425,-2.708372
